vote_count,vote_average,title,popularity,release_date
27.0,4.7,The Babysitter,2.761837,1995-10-17
48.0,6.3,Boys on the Side,3.030309,1995-02-03
58.0,7.2,The Cure,2.686342,1995-04-21
40.0,5.8,Castle Freak,2.26977,1995-08-04
30.0,6.5,Circle of Friends,2.605521,1995-03-16
769.0,7.4,Clerks,10.513367,1994-09-13
184.0,6.3,Don Juan DeMarco,7.438934,1994-10-01
217.0,5.9,Disclosure,11.812244,1994-12-09
1.0,2.5,Dream Man,0.155859,1995-01-01
91.0,5.1,Drop Zone,9.579155,1994-12-08
9.0,5.3,Destiny Turns on the Radio,0.710671,1995-04-28
92.0,7.1,Death and the Maiden,5.484156,1994-05-04
183.0,7.1,Dolores Claiborne,5.8025,1995-03-24
1894.0,6.5,Dumb and Dumber,9.844558,1994-12-16
64.0,6.5,Exotica,5.378467,1994-09-24
28.0,4.3,Exit to Eden,4.322726,1994-10-14
639.0,7.3,Ed Wood,11.720358,1994-09-27
179.0,6.2,French Kiss,9.146544,1995-05-05
38.0,6.1,Forget Paris,16.236745,1995-05-19
27.0,5.6,Far from Home: The Adventures of Yellow Dog,2.657337,1995-01-13
404.0,6.7,A Goofy Movie,10.177977,1995-04-07
24.0,5.0,Hideaway,8.182165,1995-03-03
48.0,6.6,Fluke,4.953936,1995-06-02
20.0,5.9,Farinelli,8.935058,1994-12-07
4.0,3.0,Gordy,0.398924,1995-05-12
2.0,5.0,Gumby: The Movie,0.090452,1995-12-01
9.0,5.4,The Glass Shield,1.012197,1994-09-16
91.0,7.7,Hoop Dreams,9.47666,1994-09-12
299.0,6.9,Heavenly Creatures,9.438042,1994-09-02
17.0,6.0,Houseguest,2.688562,1995-01-06
90.0,6.9,Immortal Beloved,7.983666,1994-12-16
97.0,6.0,Heavyweights,9.546707,1995-02-17
25.0,6.0,The Hunted,2.756986,1995-02-24
112.0,5.9,I.Q.,5.146352,1994-12-24
1558.0,7.2,Interview with the Vampire,11.970205,1994-11-11
10.0,5.2,Jefferson in Paris,1.596058,1995-03-31
10.0,4.8,The Jerky Boys,0.748846,1995-02-03
381.0,4.7,Junior,6.710215,1994-11-22
124.0,6.0,Just Cause,9.195256,1995-02-17
40.0,4.3,A Kid in King Arthur's Court,5.874511,1995-08-11
83.0,5.7,Kiss of Death,7.797512,1995-04-21
6778.0,8.1,Star Wars,42.149697,1977-05-25
222.0,7.0,Little Women,9.774994,1994-12-21
207.0,7.4,A Little Princess,7.731725,1995-05-10
14.0,7.4,Ladybird Ladybird,0.84508,1994-02-18
22.0,6.6,L'Enfer,1.948315,1994-02-16
70.0,6.6,Like Water for Chocolate,4.126083,1992-04-16
636.0,7.2,Legends of the Fall,12.199047,1994-12-16
164.0,6.1,Major Payne,9.253362,1995-03-24
31.0,6.4,Little Odessa,1.861292,1994-10-27
9.0,5.7,Mi Vida Loca,1.788829,1994-06-08
11.0,4.3,Love Affair,3.290192,1994-10-21
28.0,6.4,Losing Isaiah,7.698526,1995-03-17
67.0,6.7,The Madness of King George,4.81307,1994-12-28
272.0,6.1,Mary Shelley's Frankenstein,14.287753,1994-11-04
40.0,5.1,Man of the House,2.558118,1995-03-03
37.0,5.2,Mixed Nuts,2.899608,1994-12-21
49.0,5.6,Milk Money,3.770115,1994-08-31
199.0,6.4,Miracle on 34th Street,5.831622,1994-11-18
7.0,5.6,Miami Rhapsody,1.137266,1995-01-27
11.0,7.0,My Family,3.121288,1995-05-03
140.0,6.9,Murder in the First,9.518564,1995-01-20
56.0,7.0,Nobody's Fool,2.891269,1994-12-23
128.0,6.1,Nell,5.930957,1994-12-23
7.0,6.9,New Jersey Drive,0.629955,1995-04-19
4.0,4.0,Beyond Bedlam,0.426952,1994-04-22
10.0,4.6,Nemesis 2 - Nebula,1.466491,1995-09-26
4.0,7.4,Nina Takes a Lover,0.769522,1995-03-03
927.0,6.9,Natural Born Killers,11.226856,1994-08-25
92.0,6.4,Only You,4.936761,1994-09-17
106.0,7.6,Once Were Warriors,4.025276,1994-09-02
32.0,4.6,Poison Ivy II: Lily,6.448039,1996-01-16
522.0,6.4,Outbreak,13.676444,1995-03-10
4293.0,8.2,Leon: The Professional,20.477329,1994-09-14
9.0,6.6,The Perez Family,1.433544,1995-05-12
2.0,7.0,A Pyromaniac's Love Story,0.463307,1995-04-28
8670.0,8.3,Pulp Fiction,140.950236,1994-09-10
6.0,6.4,Panther,7.160149,1995-11-10
32.0,6.4,Priest,1.881932,1994-01-01
262.0,7.1,Quiz Show,7.772505,1994-09-16
5.0,7.4,Picture Bride,1.296912,1995-05-05
67.0,7.0,Queen Margot,4.405405,1994-05-13
431.0,6.2,The Quick and the Dead,7.54701,1995-02-09
33.0,5.3,Prêt-à-Porter,6.259433,1994-12-23
246.0,7.8,Three Colors: Red,7.832755,1994-05-27
311.0,7.7,Three Colors: Blue,8.843517,1993-01-10
218.0,7.3,Three Colors: White,6.5898,1994-01-26
15.0,5.1,Rent-a-Kid,1.155255,1995-01-01
3.0,4.7,Relative Fear,0.499601,1995-10-03
6.0,5.0,Stuart Saves His Family,1.390885,1995-04-12
251.0,6.5,The Swan Princess,8.910462,1994-11-18
15.0,6.1,The Secret of Roan Inish,1.750481,1994-01-01
317.0,5.5,The Specialist,10.388183,1994-10-07
942.0,6.8,Stargate,13.328924,1994-10-27
501.0,6.3,The Santa Clause,9.665424,1994-11-10
8358.0,8.5,The Shawshank Redemption,51.645403,1994-09-23
247.0,7.0,Shallow Grave,8.223026,1994-12-22
7.0,6.0,Suture,1.298224,1993-09-14
16.0,7.1,Strawberry and Chocolate,1.777197,1993-01-01
104.0,6.7,Swimming with Sharks,5.869261,1994-09-10
21.0,6.0,The Sum of Us,1.407427,1994-07-12
23.0,5.7,Senior Trip,5.05806,1995-09-08
140.0,5.5,Tank Girl,7.602087,1995-03-31
96.0,6.7,Tales from the Crypt: Demon Knight,9.455342,1995-01-13
461.0,6.4,Star Trek: Generations,8.105708,1994-11-17
33.0,5.4,Tales from the Hood,2.86007,1995-05-24
8.0,5.8,Tom & Viv,0.704204,1994-04-15
165.0,5.6,Village of the Damned,6.529879,1995-04-28
321.0,6.8,Tommy Boy,11.971318,1995-03-31
15.0,6.1,Vanya on 42nd Street,7.039846,1994-09-13
15.0,5.6,The Underneath,2.059771,1995-04-28
4.0,6.6,The Walking Dead,0.620873,1995-02-24
943.0,7.5,What's Eating Gilbert Grape,10.3919,1993-12-17
163.0,5.4,Virtuosity,5.188399,1995-08-04
340.0,6.5,While You Were Sleeping,15.783615,1995-04-21
39.0,6.3,The War,3.908596,1994-11-04
2.0,5.5,Double Happiness,0.372239,1994-09-07
104.0,6.9,Muriel's Wedding,5.254847,1994-09-29
23.0,5.3,The Baby-Sitters Club,2.15805,1995-08-18
1684.0,6.4,Ace Ventura: Pet Detective,11.247957,1994-02-04
174.0,7.2,"The Adventures of Priscilla, Queen of the Desert",8.328596,1994-05-31
37.0,6.2,Backbeat,2.487951,1994-04-01
115.0,7.0,Bitter Moon,11.298195,1992-09-02
130.0,7.0,Bullets Over Broadway,5.72288,1994-10-14
390.0,6.4,Clear and Present Danger,7.513245,1994-08-03
287.0,6.4,The Client,15.263829,1994-07-20
83.0,6.4,"Corrina, Corrina",6.924689,1994-08-12
31.0,6.7,Crooklyn,2.533022,1994-05-13
980.0,7.3,The Crow,15.799336,1994-05-11
29.0,6.1,Cobb,2.583363,1994-12-02
559.0,5.0,The Flintstones,15.019586,1994-05-26
8147.0,8.2,Forrest Gump,48.307194,1994-07-06
654.0,6.6,Four Weddings and a Funeral,8.990345,1994-03-09
49.0,6.4,Higher Learning,7.817811,1995-01-11
4.0,6.3,I Like It Like That,0.289295,1994-10-14
41.0,5.3,I Love Trouble,3.570874,1994-06-29
154.0,6.1,It Could Happen to You,11.272073,1994-07-29
107.0,5.9,The Jungle Book,10.714235,1994-12-23
5.0,7.3,"The Wonderful, Horrible Life of Leni Riefenstahl",0.568884,1993-09-11
5520.0,8.0,The Lion King,21.605761,1994-06-23
76.0,6.0,Little Buddha,5.681522,1993-12-01
297.0,6.4,New Nightmare,9.860522,1994-10-13
2550.0,6.6,The Mask,14.13488,1994-07-29
490.0,6.6,Maverick,15.050326,1994-05-20
20.0,6.3,Mrs. Parker and the Vicious Circle,4.739054,1994-09-07
535.0,6.4,The Naked Gun 33⅓: The Final Insult,10.587232,1994-03-18
40.0,6.1,The Paper,4.006063,1994-03-18
180.0,6.5,Reality Bites,6.514592,1994-02-18
71.0,6.4,Red Rock West,5.137903,1993-07-08
426.0,5.4,Ri¢hie Ri¢h,6.595255,1994-12-19
7.0,4.9,Safe Passage,4.931565,1994-12-01
214.0,6.1,The River Wild,10.511241,1994-09-30
1814.0,6.8,Speed,10.859292,1994-06-09
24.0,5.5,Speechless,2.334226,1994-12-16
288.0,5.5,Timecop,8.907074,1994-09-15
1138.0,6.8,True Lies,11.396099,1994-07-14
71.0,6.0,When a Man Loves a Woman,4.322544,1994-04-29
221.0,6.0,Wolf,14.063845,1994-06-17
203.0,6.5,Wyatt Earp,9.277147,1994-06-24
12.0,4.9,Bad Company,0.912415,1995-01-20
2.0,6.5,A Man of No Importance,0.406113,1994-12-22
22.0,6.1,S.F.W.,2.504529,1994-09-15
31.0,6.0,A Low Down Dirty Shame,3.021526,1994-11-23
1.0,2.0,"Boys Life: Three Stories of Love, Lust, and Liberation",0.054148,1994-09-30
9.0,5.9,Colonel Chabert,0.934312,1994-01-01
59.0,6.5,"Faster, Pussycat! Kill! Kill!",4.220541,1965-08-06
9.0,5.9,Jason's Lyric,0.912909,1994-09-28
8.0,7.1,The Secret Adventures of Tom Thumb,0.381704,1993-12-10
330.0,4.1,Street Fighter,13.58449,1994-12-22
13.0,6.7,Coldblooded,2.342756,1995-09-15
6.0,6.3,Fall Time,1.108494,1995-05-13
7.0,3.4,The Fear,0.268043,1995-01-20
4.0,7.5,Frank and Ollie,0.142357,1995-10-20
1.0,10.0,Girl in the Cadillac,0.405392,1995-10-24
1.0,4.0,Mirage,0.302957,1995-11-21
1.0,5.0,Dos Crímenes,0.233376,1995-05-26
1.0,4.0,Brother Minister: The Assassination of Malcolm X,0.0368,1995-03-01
110.0,4.5,Highlander: The Final Dimension,6.866634,1994-11-29
2.0,5.0,Federal Hill,0.100685,1995-02-24
307.0,7.1,In the Mouth of Madness,8.497643,1994-12-12
22.0,7.2,8 Seconds,1.888534,1994-02-25
40.0,6.7,Above the Rim,4.38154,1994-03-23
537.0,6.5,Addams Family Values,17.555909,1993-11-19
4.0,4.5,Martin Lawrence: You So Crazy,0.394194,1994-04-27
172.0,7.0,The Age of Innocence,8.013617,1993-09-17
222.0,5.8,Airheads,7.09232,1994-08-05
42.0,5.1,The Air Up There,1.896273,1994-01-07
58.0,4.9,Another Stakeout,12.967239,1993-07-22
61.0,4.6,Bad Girls,14.644772,1994-04-22
20.0,6.6,Barcelona,1.632711,1994-07-29
15.0,5.0,Being Human,2.783872,1994-05-06
86.0,5.0,The Beverly Hillbillies,5.673735,1993-10-15
445.0,5.5,Beverly Hills Cop III,11.787784,1994-05-24
68.0,6.6,Black Beauty,8.398845,1994-07-29
45.0,6.3,Blink,3.00282,1994-01-26
126.0,6.0,Blown Away,13.155071,1994-07-01
41.0,5.7,Blue Chips,6.131056,1994-02-18
28.0,6.1,Blue Sky,4.993829,1994-09-16
102.0,5.8,Body Snatchers,6.559693,1993-06-09
59.0,4.5,Boxing Helena,4.304224,1993-06-18
447.0,7.4,A Bronx Tale,6.115628,1993-09-14
28.0,4.9,Cabin Boy,1.679042,1994-01-07
10.0,3.7,Calendar Girl,1.316741,1993-09-03
805.0,7.7,Carlito's Way,8.698509,1993-11-10
103.0,4.9,City Slickers II: The Legend of Curly's Gold,8.605703,1994-06-10
25.0,5.7,Clean Slate,2.724621,1994-05-06
600.0,6.1,Cliffhanger,9.830853,1993-05-28
228.0,4.8,Coneheads,10.722729,1993-07-23
117.0,5.4,Color of Night,14.228963,1994-08-19
36.0,5.0,Cops & Robbersons,7.042878,1994-04-15
38.0,5.1,The Cowboy Way,4.286279,1994-06-03
9.0,5.4,Dangerous Game,2.70097,1993-11-19
205.0,6.3,Dave,13.696394,1993-05-07
588.0,7.4,Dazed and Confused,6.8652,1993-09-24
1018.0,6.4,Demolition Man,11.626116,1993-10-08
12.0,7.1,The Endless Summer 2,0.408159,1994-06-03
29.0,4.2,Even Cowgirls Get the Blues,2.970724,1994-05-13
37.0,5.4,Fatal Instinct,3.555139,1993-10-29
6.0,3.3,The Favor,1.344876,1994-04-29
80.0,6.8,Fearless,9.284624,1993-10-15
11.0,5.8,Fear of a Black Hat,0.985441,1994-10-28
54.0,6.1,With Honors,2.969003,1994-04-29
22.0,6.2,Flesh and Bone,1.896869,1993-11-05
3.0,4.3,Widows' Peak,0.409427,1994-05-13
77.0,5.7,For Love or Money,8.468869,1993-10-01
513.0,6.6,The Firm,9.678367,1993-06-30
429.0,6.0,Free Willy,5.990572,1993-07-16
56.0,7.6,Fresh,3.970215,1994-08-24
1240.0,7.2,The Fugitive,10.08937,1993-08-06
44.0,5.9,Geronimo: An American Legend,4.653462,1993-12-10
81.0,5.4,The Getaway,14.214403,1994-02-11
43.0,4.5,Getting Even with Dad,2.410545,1994-06-17
5.0,3.9,Go Fish,0.775898,1994-06-10
11.0,5.2,A Good Man in Africa,5.22583,1994-07-14
21.0,5.6,Guilty as Sin,5.385108,1993-06-04
237.0,6.1,Hard Target,7.834351,1993-08-20
51.0,6.4,Heaven & Earth,4.190541,1993-12-24
463.0,6.2,Hot Shots! Part Deux,13.482371,1993-05-21
12.0,4.7,Live Nude Girls,2.138959,1995-12-08
83.0,6.1,The Englishman Who Went Up a Hill But Came Down a Mountain,5.331753,1995-05-12
135.0,6.7,The House of the Spirits,10.687795,1993-10-19
11.0,4.6,House Party 3,0.996047,1994-01-01
280.0,7.1,The Hudsucker Proxy,7.550545,1994-03-11
18.0,5.7,I'll Do Anything,1.742974,1994-02-04
54.0,4.7,In the Army Now,6.071466,1994-08-12
392.0,6.8,In the Line of Fire,12.637158,1993-07-08
363.0,7.6,In the Name of the Father,7.405895,1993-12-12
5.0,3.9,The Inkwell,0.613335,1994-04-22
75.0,6.9,What's Love Got to Do with It,14.820883,1993-06-09
17.0,4.6,Jimmy Hollywood,4.563989,1994-03-30
79.0,6.4,Judgment Night,5.538671,1993-10-15
4956.0,7.6,Jurassic Park,8.863776,1993-06-11
209.0,6.5,Kalifornia,8.4337,1993-09-01
111.0,6.1,Killing Zoe,4.948569,1993-10-01
33.0,6.4,King of the Hill,4.375347,1993-08-20
54.0,6.1,Lassie,3.645342,1994-07-22
725.0,6.1,Last Action Hero,9.434006,1993-06-18
24.0,5.1,Life With Mikey,6.446229,1993-06-04
40.0,5.7,Lightning Jack,2.913584,1994-03-11
35.0,6.6,M. Butterfly,6.516976,1993-09-09
86.0,5.3,Made in America,5.43085,1993-05-27
105.0,5.9,Malice,9.861672,1993-09-29
125.0,6.2,The Man without a Face,5.997712,1993-08-25
169.0,7.1,Manhattan Murder Mystery,8.939404,1993-08-18
179.0,7.2,Menace II Society,5.260924,1993-05-26
261.0,5.8,Executive Decision,13.106291,1996-03-15
112.0,6.5,In the Realm of the Senses,8.932494,1976-05-15
7.0,7.0,What Happened Was...,0.534606,1994-09-09
194.0,7.2,Much Ado About Nothing,8.62724,1993-05-07
35.0,5.9,Mr. Jones,6.579753,1993-10-08
11.0,5.5,Mr. Wonderful,13.011091,1993-10-15
1638.0,7.0,Mrs. Doubtfire,11.16553,1993-11-24
105.0,7.5,Naked,8.665198,1993-09-14
202.0,4.8,The Next Karate Kid,9.9697,1994-07-18
5.0,4.8,The New Age,0.596207,1994-09-16
86.0,6.1,No Escape,9.715187,1994-04-29
67.0,4.8,North,15.534707,1994-07-22
53.0,6.7,Orlando,3.800785,1992-09-01
376.0,7.2,A Perfect World,8.040589,1993-11-24
1019.0,7.6,Philadelphia,13.373006,1993-12-22
290.0,7.1,The Piano,7.436758,1993-05-19
47.0,6.9,Poetic Justice,6.972599,1993-07-23
28.0,6.0,The Program,3.199976,1993-09-24
41.0,5.6,The Puppet Masters,7.272296,1994-10-21
12.0,5.8,Radioland Murders,8.506727,1994-10-21
99.0,6.7,The Ref,5.868677,1994-03-09
213.0,7.5,The Remains of the Day,12.222576,1993-11-05
83.0,5.9,Renaissance Man,4.985157,1994-06-03
188.0,5.8,Rising Sun,6.279082,1993-07-30
