,id,director,title,release_date,budget,revenue,return
96,9095,Stephen Frears,Mary Reilly,1996-02-23,47000000.0,12379402.0,0.2633915319148936
97,12158,Wes Craven,Vampire in Brooklyn,1995-10-26,14000000.0,19800000.0,1.4142857142857144
98,9283,Ted Demme,Beautiful Girls,1996-02-09,0.0,0.0,0.0
99,9208,John Woo,Broken Arrow,1996-02-09,50000000.0,150270147.0,3.00540294
100,40154,Kenneth Branagh,A Midwinter's Tale,1995-12-01,0.0,0.0,0.0
101,406,Mathieu Kassovitz,La Haine,1995-05-31,3000000.0,0.0,0.0
102,45549,Paul W.S. Anderson,Shopping,1994-12-06,0.0,0.0,0.0
103,63076,Nick Broomfield,Heidi Fleiss: Hollywood Madam,1995-12-27,0.0,0.0,0.0
104,11062,Harold Becker,City Hall,1996-02-16,0.0,0.0,0.0
105,13685,Wes Anderson,Bottle Rocket,1996-02-21,7000000.0,560069.0,0.0800098571428571
106,47475,Nick Castle,Mr. Wrong,1996-02-16,0.0,0.0,0.0
107,2045,John Dahl,Unforgettable,1996-02-23,18000000.0,0.0,0.0
108,9614,Dennis Dugan,Happy Gilmore,1996-02-16,12000000.0,41205099.0,3.43375825
109,688,Clint Eastwood,The Bridges of Madison County,1995-05-28,24000000.0,182016617.0,7.584025708333333
110,11907,Doris Dörrie,Nobody Loves Me,1994-11-07,0.0,0.0,0.0
111,10874,Brian Henson,Muppet Treasure Island,1996-02-16,0.0,34327391.0,0.0
112,89333,Robert Leacock,Catwalk,1995-12-08,0.0,0.0,0.0
113,96357,James Bruce,Headless Body in Topless Bar,1995-05-20,0.0,0.0,0.0
114,197,Mel Gibson,Braveheart,1995-05-24,72000000.0,210000000.0,2.9166666666666665
115,103,Martin Scorsese,Taxi Driver,1976-02-07,1300000.0,28262574.0,21.74044153846154
116,33542,Stanley Tong,Rumble in the Bronx,1995-01-30,7500000.0,32392047.0,4.3189396
117,43566,Barbet Schroeder,Before and After,1996-02-23,35000000.0,0.0,0.0
118,71754,Mort Ransen,Margaret's Museum,1995-09-13,0.0,0.0,0.0
119,43612,Étienne Chatiliez,Happiness Is in the Field,1995-01-31,13365000.0,0.0,0.0
120,51352,Jon Blair,Anne Frank Remembered,1995-06-08,0.0,1.0,0.0
121,16934,Benjamin Ross,The Young Poisoner's Handbook,1995-01-20,0.0,0.0,0.0
122,10324,Eric Schaeffer,If Lucy Fell,1996-03-08,0.0,0.0,0.0
123,78406,Andrew Davis,Steal Big Steal Little,1995-09-29,25000000.0,6278139.0,0.25112556
124,55731,Charles T. Kanganis,Race the Sun,1996-03-22,0.0,0.0,0.0
125,32119,John N. Smith,The Boys of St. Vincent,1992-12-06,0.0,0.0,0.0
126,11066,Reginald Hudlin,Boomerang,1992-06-30,40000000.0,70100000.0,1.7525
127,11104,Wong Kar-wai,Chungking Express,1994-07-14,0.0,0.0,0.0
128,37975,Giuseppe Tornatore,The Star Maker,1995-09-21,0.0,0.0,0.0
129,2074,David O. Russell,Flirting with Disaster,1996-03-22,7000000.0,14702438.0,2.100348285714286
130,27793,Peter MacDonald,The Neverending Story III: Escape from Fantasia,1994-10-26,17000000.0,0.0,0.0
131,44284,Moufida Tlatli,The Silences of the Palace,1994-09-30,0.0,0.0,0.0
132,290157,Michel Negroponte,Jupiter's Wife,1995-01-01,0.0,0.0,0.0
133,110972,Bryan Gordon,Pie in the Sky,1996-02-09,0.0,0.0,0.0
134,32622,Rebecca Miller,Angela,1995-01-01,0.0,0.0,0.0
135,73067,Michael Lindsay-Hogg,Frankie Starlight,1995-11-22,0.0,0.0,0.0
136,11863,William Friedkin,Jade,1995-10-13,50000000.0,9851610.0,0.1970322
137,55475,Ángel Muñiz,Nueba Yol,1995-08-16,0.0,0.0,0.0
138,124636,Craig Baldwin,Sonic Outlaws,1995-08-01,0.0,0.0,0.0
139,9101,David S. Ward,Down Periscope,1996-03-01,0.0,0.0,0.0
140,123360,Mark Rappaport,From the Journals of Jean Seberg,1995-09-08,0.0,0.0,0.0
141,5757,Dirk Shafer,Man of the Year,1995-09-15,0.0,209935.0,0.0
142,39428,Terence Davies,The Neon Bible,1995-08-23,0.0,0.0,0.0
143,124639,Sandip Ray,Target,1995-08-01,0.0,0.0,0.0
144,9302,Jon Avnet,Up Close & Personal,1996-03-01,60000000.0,0.0,0.0
145,11000,Mike Nichols,The Birdcage,1996-03-08,31000000.0,185260553.0,5.976146870967742
146,249882,Jakov Sedlar,Virgin Mary,1995-10-12,0.0,0.0,0.0
147,16388,Edward Burns,The Brothers McMullen,1995-08-09,0.0,0.0,0.0
148,9737,Michael Bay,Bad Boys,1995-04-07,19000000.0,141407024.0,7.442474947368421
149,30765,Christopher Cain,The Amazing Panda Adventure,1995-08-25,0.0,0.0,0.0
150,10474,Scott Kalvert,The Basketball Diaries,1995-04-21,0.0,0.0,0.0
151,22279,Mike Newell,An Awfully Big Adventure,1995-07-21,4000000.0,851545.0,0.21288625
152,30157,Hal Hartley,Amateur,1994-08-05,0.0,0.0,0.0
153,568,Ron Howard,Apollo 13,1995-06-30,52000000.0,355237933.0,6.831498711538462
154,11780,Michael Caton-Jones,Rob Roy,1995-04-13,28000000.0,31596911.0,1.1284611071428572
155,34996,Abel Ferrara,The Addiction,1995-01-10,0.0,0.0,0.0
156,414,Joel Schumacher,Batman Forever,1995-06-16,100000000.0,336529144.0,3.36529144
157,649,Luis Buñuel,Belle de Jour,1967-05-24,0.0,0.0,0.0
158,1873,John Boorman,Beyond Rangoon,1995-05-24,0.0,0.0,0.0
159,5894,Paul Auster,Blue in the Face,1995-09-15,2000000.0,1275000.0,0.6375
160,5894,Wayne Wang,Blue in the Face,1995-09-15,2000000.0,1275000.0,0.6375
161,1775,Michael Moore,Canadian Bacon,1995-06-08,11000000.0,178104.0,0.0161912727272727
162,8839,Brad Silberling,Casper,1995-05-26,50000000.0,287928194.0,5.75856388
163,20649,Spike Lee,Clockers,1995-09-15,25000000.0,13071518.0,0.52286072
164,10329,Frank Marshall,Congo,1995-06-09,50000000.0,152022101.0,3.04044202
165,8963,Tony Scott,Crimson Tide,1995-05-12,53000000.0,157387195.0,2.969569716981132
166,26564,Terry Zwigoff,Crumb,1994-09-10,0.0,3174695.0,0.0
167,8068,Robert Rodriguez,Desperado,1995-08-25,7000000.0,25405445.0,3.6293492857142855
168,8512,Carl Franklin,Devil in a Blue Dress,1995-09-15,27000000.0,16140822.0,0.5978082222222222
169,1572,John McTiernan,Die Hard: With a Vengeance,1995-05-19,90000000.0,366101666.0,4.067796288888889
170,13552,Gregg Araki,The Doom Generation,1995-10-27,0.0,0.0,0.0
171,259209,Christopher Menaul,Feast of July,1995-10-12,0.0,0.0,0.0
172,6520,Jerry Zucker,First Knight,1995-07-07,55000000.0,127600435.0,2.320007909090909
173,9073,Dwight H. Little,Free Willy 2 - The Adventure Home,1995-07-19,0.0,0.0,0.0
174,10428,Iain Softley,Hackers,1995-09-14,20000000.0,7563728.0,0.3781864
175,17447,Christopher Ashley,Jeffrey,1995-08-18,0.0,0.0,0.0
176,9886,Robert Longo,Johnny Mnemonic,1995-05-26,25000000.0,19075720.0,0.7630288
177,9482,Danny Cannon,Judge Dredd,1995-06-30,90000000.0,113493481.0,1.2610386777777778
178,19326,John Fortenberry,Jury Duty,1995-04-12,0.0,17014653.0,0.0
179,9344,Larry Clark,Kids,1995-07-28,1500000.0,7412216.0,4.941477333333333
180,9071,Tom DiCillo,Living in Oblivion,1995-01-20,500000.0,1148752.0,2.297504
181,8973,Clive Barker,Lord of Illusions,1995-08-25,0.0,0.0,0.0
182,15730,Denys Arcand,Love & Human Remains,1993-05-20,0.0,0.0,0.0
183,47608,Antonia Bird,Mad Love,1995-05-26,0.0,15453274.0,0.0
184,2293,Kevin Smith,Mallrats,1995-10-20,6000000.0,2122561.0,0.3537601666666666
185,9070,Bryan Spicer,Mighty Morphin Power Rangers: The Movie,1995-06-30,15000000.0,66000000.0,4.4
186,68274,David Anspaugh,Moonlight and Valentino,1995-09-29,0.0,0.0,0.0
187,48787,Anthony Waller,Mute Witness,1995-09-28,2.0,1.0,0.5
188,34574,Michael Almereyda,Nadja,1994-09-13,0.0,0.0,0.0
189,1642,Irwin Winkler,The Net,1995-07-28,22000000.0,110627965.0,5.028543863636363
190,11472,Chris Columbus,Nine Months,1995-07-12,0.0,69660733.0,0.0
191,36196,Daisy von Scherler Mayer,Party Girl,1995-06-09,150000.0,472370.0,3.1491333333333333
192,11980,Gregory Widen,The Prophecy,1995-09-01,8.0,16.0,2.0
193,58372,Norman René,Reckless,1995-11-17,0.0,0.0,0.0
194,32646,Todd Haynes,Safe,1995-06-23,0.0,0.0,0.0
195,10533,Roland Joffé,The Scarlet Letter,1995-10-13,50000000.0,10382407.0,0.20764814
196,10802,Paul Verhoeven,Showgirls,1995-09-22,45000000.0,20350754.0,0.4522389777777778
197,10149,Wayne Wang,Smoke,1995-06-09,7000000.0,8349430.0,1.1927757142857145
198,10149,Paul Auster,Smoke,1995-06-09,7000000.0,8349430.0,1.1927757142857145
199,18402,Lasse Hallström,Something to Talk About,1995-08-04,0.0,50892160.0,0.0
200,9348,Roger Donaldson,Species,1995-07-07,35000000.0,113374103.0,3.2392600857142857
201,139408,James Keach,The Stars Fell on Henrietta,1995-09-15,0.0,0.0,0.0
202,281,Kathryn Bigelow,Strange Days,1995-10-13,42000000.0,7959291.0,0.1895069285714285
203,5967,Jacques Demy,The Umbrellas of Cherbourg,1964-02-19,0.0,0.0,0.0
204,79593,Wesley Strick,The Tie That Binds,1995-09-08,14000000.0,5780000.0,0.4128571428571428
205,47939,Martha Coolidge,Three Wishes,1995-10-27,0.0,7025496.0,0.0
206,36834,Agnieszka Holland,Total Eclipse,1995-11-02,0.0,339889.0,0.0
207,9090,Beeban Kidron,"To Wong Foo, Thanks for Everything! Julie Newmar",1995-09-07,0.0,47774193.0,0.0
208,3512,Geoff Murphy,Under Siege 2: Dark Territory,1995-07-13,60000000.0,104324083.0,1.738734716666667
209,52856,Diane Keaton,Unstrung Heroes,1995-09-15,0.0,0.0,0.0
210,77350,Douglas Keeve,Unzipped,1995-08-11,0.0,0.0,0.0
211,9560,Alfonso Aráu,A Walk in the Clouds,1995-08-11,20000000.0,50012507.0,2.50062535
212,9804,Kevin Reynolds,Waterworld,1995-07-28,175000000.0,264218220.0,1.5098184
213,31611,Desmond Nakano,White Man's Burden,1995-12-01,8000000.0,0.0,0.0
214,65796,Walter Hill,Wild Bill,1995-12-01,30000000.0,0.0,0.0
215,49805,Mike Figgis,The Browning Version,1994-10-12,0.0,0.0,0.0
216,26258,Greg Beeman,Bushwhacked,1995-08-04,0.0,0.0,0.0
217,50797,Nikita Mikhalkov,Burnt by the Sun,1994-05-01,2800000.0,2616503.0,0.9344653571428572
218,19155,Milčo Mančevski,Before the Rain,1994-06-09,0.0,763847.0,0.0
219,76,Richard Linklater,Before Sunrise,1995-01-27,2500000.0,5535405.0,2.214162
220,11017,Tamra Davis,Billy Madison,1995-02-10,10000000.0,26488734.0,2.6488734
221,37141,Guy Ferland,The Babysitter,1995-10-17,0.0,0.0,0.0
222,9382,Herbert Ross,Boys on the Side,1995-02-03,21000000.0,23450000.0,1.1166666666666667
223,6715,Peter Horton,The Cure,1995-04-21,0.0,0.0,0.0
224,18256,Stuart Gordon,Castle Freak,1995-08-04,0.0,0.0,0.0
225,22625,Pat O'Connor,Circle of Friends,1995-03-16,0.0,0.0,0.0
226,2292,Kevin Smith,Clerks,1994-09-13,27000.0,3151130.0,116.70851851851852
227,1909,Jeremy Leven,Don Juan DeMarco,1994-10-01,25000000.0,22200000.0,0.888
228,8984,Barry Levinson,Disclosure,1994-12-09,55000000.0,214015089.0,3.891183436363636
229,61813,René Bonnière,Dream Man,1995-01-01,0.0,0.0,0.0
230,4954,John Badham,Drop Zone,1994-12-08,45000000.0,0.0,0.0
231,62488,Jack Baran,Destiny Turns on the Radio,1995-04-28,0.0,0.0,0.0
232,10531,Roman Polanski,Death and the Maiden,1994-05-04,0.0,0.0,0.0
233,11929,Taylor Hackford,Dolores Claiborne,1995-03-24,0.0,0.0,0.0
234,8467,Peter Farrelly,Dumb and Dumber,1994-12-16,16000000.0,247275374.0,15.454710875
235,8467,Bobby Farrelly,Dumb and Dumber,1994-12-16,16000000.0,247275374.0,15.454710875
236,10451,Ang Lee,Eat Drink Man Woman,1994-08-03,0.0,7294403.0,0.0
237,20156,Atom Egoyan,Exotica,1994-09-24,0.0,0.0,0.0
238,18395,Garry Marshall,Exit to Eden,1994-10-14,0.0,6841570.0,0.0
239,522,Tim Burton,Ed Wood,1994-09-27,18000000.0,5887457.0,0.3270809444444444
240,397,Lawrence Kasdan,French Kiss,1995-05-05,0.0,0.0,0.0
241,10525,Billy Crystal,Forget Paris,1995-05-19,0.0,0.0,0.0
242,27985,Phillip Borsos,Far from Home: The Adventures of Yellow Dog,1995-01-13,0.0,0.0,0.0
243,15789,Kevin Lima,A Goofy Movie,1995-04-07,0.0,35348597.0,0.0
244,15789,Paul Brizzi,A Goofy Movie,1995-04-07,0.0,35348597.0,0.0
245,27303,Brett Leonard,Hideaway,1995-03-03,15000000.0,12201255.0,0.813417
246,21183,Carlo Carlei,Fluke,1995-06-02,0.0,0.0,0.0
247,10954,Gérard Corbiau,Farinelli,1994-12-07,0.0,0.0,0.0
248,47867,Mark Lewis,Gordy,1995-05-12,0.0,3992809.0,0.0
249,43475,Art Clokey,Gumby: The Movie,1995-12-01,0.0,0.0,0.0
250,72031,Charles Burnett,The Glass Shield,1994-09-16,0.0,0.0,0.0
251,14275,Steve James,Hoop Dreams,1994-09-12,700000.0,7830611.0,11.186587142857142
252,1024,Peter Jackson,Heavenly Creatures,1994-09-02,5000000.0,3049135.0,0.609827
253,17207,Randall Miller,Houseguest,1995-01-06,10500000.0,26325256.0,2.507167238095238
254,13701,Bernard Rose,Immortal Beloved,1994-12-16,120.0,0.0,0.0
255,14819,Steven Brill,Heavyweights,1995-02-17,0.0,17689177.0,0.0
256,32631,J. F. Lawton,The Hunted,1995-02-24,0.0,0.0,0.0
257,11777,Fred Schepisi,I.Q.,1994-12-24,25000000.0,0.0,0.0
258,628,Neil Jordan,Interview with the Vampire,1994-11-11,60000000.0,223664608.0,3.7277434666666656
259,87729,James Ivory,Jefferson in Paris,1995-03-31,14000000.0,2474000.0,0.1767142857142857
260,18713,James Melkonian,The Jerky Boys,1995-02-03,0.0,0.0,0.0
261,6280,Ivan Reitman,Junior,1994-11-22,60000000.0,37000000.0,0.6166666666666667
262,9061,Arne Glimcher,Just Cause,1995-02-17,0.0,0.0,0.0
263,37108,Michael Gottlieb,A Kid in King Arthur's Court,1995-08-11,0.0,0.0,0.0
264,6071,Barbet Schroeder,Kiss of Death,1995-04-21,40000000.0,0.0,0.0
265,11,George Lucas,Star Wars,1977-05-25,11000000.0,775398007.0,70.49072790909091
266,9587,Gillian Armstrong,Little Women,1994-12-21,18000000.0,0.0,0.0
267,19101,Alfonso Cuarón,A Little Princess,1995-05-10,17000000.0,0.0,0.0
268,49980,Ken Loach,Ladybird Ladybird,1994-02-18,0.0,0.0,0.0
269,17961,Claude Chabrol,L'Enfer,1994-02-16,10000000.0,0.0,0.0
270,18183,Alfonso Aráu,Like Water for Chocolate,1992-04-16,2000000.0,21665468.0,10.832734
271,4476,Edward Zwick,Legends of the Fall,1994-12-16,30000000.0,160638883.0,5.354629433333334
272,11008,Nick Castle,Major Payne,1995-03-24,0.0,0.0,0.0
273,47504,James Gray,Little Odessa,1994-10-27,0.0,0.0,0.0
274,32325,Allison Anders,Mi Vida Loca,1994-06-08,0.0,0.0,0.0
275,43742,Glenn Gordon Caron,Love Affair,1994-10-21,60000000.0,0.0,0.0
276,28313,Stephen Gyllenhaal,Losing Isaiah,1995-03-17,17000000.0,7603766.0,0.4472803529411764
277,11318,Nicholas Hytner,The Madness of King George,1994-12-28,0.0,0.0,0.0
278,3036,Kenneth Branagh,Mary Shelley's Frankenstein,1994-11-04,45000000.0,112006296.0,2.4890288
279,40490,James Orr,Man of the House,1995-03-03,0.0,0.0,0.0
280,24070,Nora Ephron,Mixed Nuts,1994-12-21,15000000.0,0.0,0.0
281,8986,Richard Benjamin,Milk Money,1994-08-31,0.0,18137661.0,0.0
282,10510,Les Mayfield,Miracle on 34th Street,1994-11-18,0.0,46264384.0,0.0
283,17402,David Frankel,Miami Rhapsody,1995-01-27,6.0,5.0,0.8333333333333334
284,38722,Gregory Nava,My Family,1995-05-03,5500000.0,0.0,0.0
285,8438,Marc Rocco,Murder in the First,1995-01-20,0.0,17381942.0,0.0
286,11593,Robert Benton,Nobody's Fool,1994-12-23,0.0,0.0,0.0
287,1945,Michael Apted,Nell,1994-12-23,31000000.0,106683817.0,3.441413451612904
288,39310,Nick Gomez,New Jersey Drive,1995-04-19,0.0,0.0,0.0
289,109560,Tōru Murakawa,New York Cop,1993-08-14,0.0,0.0,0.0
290,56428,Vadim Jean,Beyond Bedlam,1994-04-22,4800000.0,0.0,0.0
291,63105,Albert Pyun,Nemesis 2 - Nebula,1995-09-26,0.0,0.0,0.0
292,131957,Alan Jacobs,Nina Takes a Lover,1995-03-03,0.0,0.0,0.0
293,241,Oliver Stone,Natural Born Killers,1994-08-25,34000000.0,50282766.0,1.4789048823529412
294,9058,Norman Jewison,Only You,1994-09-17,0.0,0.0,0.0
295,527,Lee Tamahori,Once Were Warriors,1994-09-02,0.0,2201126.0,0.0
296,18220,Anne Goursaud,Poison Ivy II: Lily,1996-01-16,0.0,0.0,0.0
297,6950,Wolfgang Petersen,Outbreak,1995-03-10,50000000.0,189859560.0,3.7971912
298,101,Luc Besson,Leon: The Professional,1994-09-14,16000000.0,45284974.0,2.830310875
299,63020,Mira Nair,The Perez Family,1995-05-12,11000000.0,2832826.0,0.2575296363636363
300,2307,Joshua Brand,A Pyromaniac's Love Story,1995-04-28,0.0,0.0,0.0
301,680,Quentin Tarantino,Pulp Fiction,1994-09-10,8000000.0,213928762.0,26.74109525
302,41478,Mario Van Peebles,Panther,1995-11-10,0.0,6834525.0,0.0
303,25296,Ang Lee,Pushing Hands,1992-02-01,400000.0,152322.0,0.380805
304,40156,Antonia Bird,Priest,1994-01-01,0.0,4176932.0,0.0
305,11450,Robert Redford,Quiz Show,1994-09-16,0.0,0.0,0.0
306,30304,Kayo Hatta,Picture Bride,1995-05-05,0.0,0.0,0.0
307,10452,Patrice Chéreau,Queen Margot,1994-05-13,0.0,0.0,0.0
308,12106,Sam Raimi,The Quick and the Dead,1995-02-09,32000000.0,18552460.0,0.579764375
309,161495,Peter Yates,Roommates,1995-03-01,22000000.0,12400000.0,0.5636363636363636
310,3586,Robert Altman,Prêt-à-Porter,1994-12-23,15000000.0,11300653.0,0.7533768666666667
311,110,Krzysztof Kieślowski,Three Colors: Red,1994-05-27,0.0,0.0,0.0
312,108,Krzysztof Kieślowski,Three Colors: Blue,1993-01-10,0.0,0.0,0.0
313,109,Krzysztof Kieślowski,Three Colors: White,1994-01-26,0.0,0.0,0.0
314,159185,He Ping,"Red Firecracker, Green Firecracker",1994-10-14,0.0,0.0,0.0
315,36357,Fred Gerber,Rent-a-Kid,1995-01-01,0.0,0.0,0.0
316,92769,George Mihalka,Relative Fear,1995-10-03,0.0,0.0,0.0
317,28033,Harold Ramis,Stuart Saves His Family,1995-04-12,0.0,0.0,0.0
